,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
43,Croatia,45.1,15.2,1/22/20,0,0,0
44,Cuba,22.0,-80.0,1/22/20,0,0,0
45,Cyprus,35.1264,33.4299,1/22/20,0,0,0
46,Czechia,49.8175,15.472999999999999,1/22/20,0,0,0
47,Denmark,189.8634,-40.014300000000006,1/22/20,0,0,0
48,Diamond Princess,0.0,0.0,1/22/20,0,0,0
49,Djibouti,11.8251,42.5903,1/22/20,0,0,0
50,Dominica,15.415,-61.371,1/22/20,0,0,0
51,Dominican Republic,18.7357,-70.1627,1/22/20,0,0,0
52,Ecuador,-1.8312,-78.1834,1/22/20,0,0,0
53,Egypt,26.0,30.0,1/22/20,0,0,0
54,El Salvador,13.7942,-88.8965,1/22/20,0,0,0
55,Equatorial Guinea,1.5,10.0,1/22/20,0,0,0
56,Eritrea,15.1794,39.7823,1/22/20,0,0,0
57,Estonia,58.5953,25.0136,1/22/20,0,0,0
58,Eswatini,-26.5225,31.4659,1/22/20,0,0,0
59,Ethiopia,9.145,40.4897,1/22/20,0,0,0
60,Fiji,-17.7134,178.065,1/22/20,0,0,0
61,Finland,64.0,26.0,1/22/20,0,0,0
62,France,91.3624,59.71919999999999,1/22/20,0,0,0
63,Gabon,-0.8037,11.6094,1/22/20,0,0,0
64,Gambia,13.4432,-15.3101,1/22/20,0,0,0
65,Georgia,42.3154,43.3569,1/22/20,0,0,0
66,Germany,51.0,9.0,1/22/20,0,0,0
67,Ghana,7.9465,-1.0232,1/22/20,0,0,0
68,Greece,39.0742,21.8243,1/22/20,0,0,0
69,Grenada,12.1165,-61.678999999999995,1/22/20,0,0,0
70,Guatemala,15.7835,-90.2308,1/22/20,0,0,0
71,Guinea,9.9456,-9.6966,1/22/20,0,0,0
72,Guinea-Bissau,11.8037,-15.1804,1/22/20,0,0,0
73,Guyana,5.0,-58.75,1/22/20,0,0,0
74,Haiti,18.9712,-72.2852,1/22/20,0,0,0
75,Holy See,41.9029,12.4534,1/22/20,0,0,0
76,Honduras,15.2,-86.2419,1/22/20,0,0,0
77,Hungary,47.1625,19.5033,1/22/20,0,0,0
78,Iceland,64.9631,-19.0208,1/22/20,0,0,0
79,India,21.0,78.0,1/22/20,0,0,0
80,Indonesia,-0.7893,113.9213,1/22/20,0,0,0
81,Iran,32.0,53.0,1/22/20,0,0,0
82,Iraq,33.0,44.0,1/22/20,0,0,0
83,Ireland,53.1424,-7.6921,1/22/20,0,0,0
84,Israel,31.0,35.0,1/22/20,0,0,0
85,Italy,43.0,12.0,1/22/20,0,0,0
86,Jamaica,18.1096,-77.2975,1/22/20,0,0,0
87,Japan,36.0,138.0,1/22/20,2,0,0
88,Jordan,31.24,36.51,1/22/20,0,0,0
89,Kazakhstan,48.0196,66.9237,1/22/20,0,0,0
90,Kenya,-0.0236,37.9062,1/22/20,0,0,0
91,"Korea, South",36.0,128.0,1/22/20,1,0,0
92,Kosovo,42.602636,20.902977,1/22/20,0,0,0
93,Kuwait,29.5,47.75,1/22/20,0,0,0
94,Kyrgyzstan,41.2044,74.7661,1/22/20,0,0,0
95,Laos,19.856270000000002,102.495496,1/22/20,0,0,0
96,Latvia,56.8796,24.6032,1/22/20,0,0,0
97,Lebanon,33.8547,35.8623,1/22/20,0,0,0
98,Liberia,6.4281,-9.4295,1/22/20,0,0,0
99,Libya,26.3351,17.228331,1/22/20,0,0,0
100,Liechtenstein,47.14,9.55,1/22/20,0,0,0
101,Lithuania,55.1694,23.8813,1/22/20,0,0,0
102,Luxembourg,49.8153,6.1296,1/22/20,0,0,0
103,MS Zaandam,0.0,0.0,1/22/20,0,0,0
104,Madagascar,-18.7669,46.8691,1/22/20,0,0,0
105,Malawi,-13.254307999999998,34.301525,1/22/20,0,0,0
106,Malaysia,2.5,112.5,1/22/20,0,0,0
107,Maldives,3.2028,73.2207,1/22/20,0,0,0
108,Mali,17.570692,-3.996166000000001,1/22/20,0,0,0
109,Malta,35.9375,14.3754,1/22/20,0,0,0
110,Mauritania,21.0079,10.9408,1/22/20,0,0,0
111,Mauritius,-20.2,57.5,1/22/20,0,0,0
112,Mexico,23.6345,-102.5528,1/22/20,0,0,0
113,Moldova,47.4116,28.3699,1/22/20,0,0,0
114,Monaco,43.7333,7.4167,1/22/20,0,0,0
115,Mongolia,46.8625,103.8467,1/22/20,0,0,0
116,Montenegro,42.5,19.3,1/22/20,0,0,0
117,Morocco,31.7917,-7.0926,1/22/20,0,0,0
118,Mozambique,-18.665695,35.529562,1/22/20,0,0,0
119,Namibia,-22.9576,18.4904,1/22/20,0,0,0
120,Nepal,28.1667,84.25,1/22/20,0,0,0
121,Netherlands,107.04169999999999,-265.0278,1/22/20,0,0,0
122,New Zealand,-40.9006,174.886,1/22/20,0,0,0
123,Nicaragua,12.8654,-85.2072,1/22/20,0,0,0
124,Niger,17.6078,8.0817,1/22/20,0,0,0
125,Nigeria,9.082,8.6753,1/22/20,0,0,0
126,North Macedonia,41.6086,21.7453,1/22/20,0,0,0
127,Norway,60.472,8.4689,1/22/20,0,0,0
128,Oman,21.0,57.0,1/22/20,0,0,0
129,Pakistan,30.3753,69.3451,1/22/20,0,0,0
130,Panama,8.538,-80.7821,1/22/20,0,0,0
131,Papua New Guinea,-6.315,143.9555,1/22/20,0,0,0
132,Paraguay,-23.4425,-58.4438,1/22/20,0,0,0
133,Peru,-9.19,-75.0152,1/22/20,0,0,0
134,Philippines,13.0,122.0,1/22/20,0,0,0
135,Poland,51.9194,19.1451,1/22/20,0,0,0
136,Portugal,39.3999,-8.2245,1/22/20,0,0,0
137,Qatar,25.3548,51.1839,1/22/20,0,0,0
138,Romania,45.9432,24.9668,1/22/20,0,0,0
139,Russia,60.0,90.0,1/22/20,0,0,0
140,Rwanda,-1.9403,29.8739,1/22/20,0,0,0
141,Saint Kitts and Nevis,17.357822,-62.782998,1/22/20,0,0,0
142,Saint Lucia,13.9094,-60.9789,1/22/20,0,0,0
143,Saint Vincent and the Grenadines,12.9843,-61.2872,1/22/20,0,0,0
144,San Marino,43.9424,12.4578,1/22/20,0,0,0
145,Sao Tome and Principe,0.18636,6.613081,1/22/20,0,0,0
146,Saudi Arabia,24.0,45.0,1/22/20,0,0,0
147,Senegal,14.4974,-14.4524,1/22/20,0,0,0
148,Serbia,44.0165,21.0059,1/22/20,0,0,0
149,Seychelles,-4.6796,55.492,1/22/20,0,0,0
150,Sierra Leone,8.460555000000001,-11.779889,1/22/20,0,0,0
151,Singapore,1.2833,103.8333,1/22/20,0,0,0
152,Slovakia,48.669,19.699,1/22/20,0,0,0
153,Slovenia,46.1512,14.9955,1/22/20,0,0,0
154,Somalia,5.1521,46.1996,1/22/20,0,0,0
155,South Africa,-30.5595,22.9375,1/22/20,0,0,0
156,South Sudan,6.8770000000000024,31.307,1/22/20,0,0,0
157,Spain,40.0,-4.0,1/22/20,0,0,0
158,Sri Lanka,7.0,81.0,1/22/20,0,0,0
159,Sudan,12.8628,30.2176,1/22/20,0,0,0
160,Suriname,3.9193,-56.0278,1/22/20,0,0,0
161,Sweden,63.0,16.0,1/22/20,0,0,0
162,Switzerland,46.8182,8.2275,1/22/20,0,0,0
163,Syria,34.802075,38.99681500000001,1/22/20,0,0,0
164,Taiwan*,23.7,121.0,1/22/20,1,0,0
165,Tajikistan,38.861034,71.276093,1/22/20,0,0,0
166,Tanzania,-6.369,34.8888,1/22/20,0,0,0
167,Thailand,15.0,101.0,1/22/20,2,0,0
168,Timor-Leste,-8.874217,125.727539,1/22/20,0,0,0
169,Togo,8.6195,0.8248,1/22/20,0,0,0
170,Trinidad and Tobago,10.6918,-61.2225,1/22/20,0,0,0
171,Tunisia,34.0,9.0,1/22/20,0,0,0
172,Turkey,38.9637,35.2433,1/22/20,0,0,0
173,US,37.0902,-95.7129,1/22/20,1,0,0
174,Uganda,1.0,32.0,1/22/20,0,0,0
175,Ukraine,48.3794,31.1656,1/22/20,0,0,0
176,United Arab Emirates,24.0,54.0,1/22/20,0,0,0
177,United Kingdom,270.0299,-482.92470000000003,1/22/20,0,0,0
178,Uruguay,-32.5228,-55.7658,1/22/20,0,0,0
179,Uzbekistan,41.3775,64.5853,1/22/20,0,0,0
180,Venezuela,6.4238,-66.5897,1/22/20,0,0,0
181,Vietnam,16.0,108.0,1/22/20,0,0,0
182,West Bank and Gaza,31.9522,35.2332,1/22/20,0,0,0
183,Western Sahara,24.2155,-12.8858,1/22/20,0,0,0
184,Yemen,15.552726999999999,48.516388,1/22/20,0,0,0
185,Zambia,-15.4167,28.2833,1/22/20,0,0,0
186,Zimbabwe,-20.0,30.0,1/22/20,0,0,0
187,Afghanistan,33.0,65.0,1/23/20,0,0,0
188,Albania,41.1533,20.1683,1/23/20,0,0,0
189,Algeria,28.0339,1.6596,1/23/20,0,0,0
190,Andorra,42.5063,1.5218,1/23/20,0,0,0
191,Angola,-11.2027,17.8739,1/23/20,0,0,0
192,Antigua and Barbuda,17.0608,-61.7964,1/23/20,0,0,0
193,Argentina,-38.4161,-63.6167,1/23/20,0,0,0
194,Armenia,40.0691,45.0382,1/23/20,0,0,0
195,Australia,-255.9695,1129.8623,1/23/20,0,0,0
196,Austria,47.5162,14.5501,1/23/20,0,0,0
197,Azerbaijan,40.1431,47.5769,1/23/20,0,0,0
198,Bahamas,25.0343,-77.3963,1/23/20,0,0,0
199,Bahrain,26.0275,50.55,1/23/20,0,0,0
200,Bangladesh,23.685,90.3563,1/23/20,0,0,0
201,Barbados,13.1939,-59.5432,1/23/20,0,0,0
202,Belarus,53.7098,27.9534,1/23/20,0,0,0
203,Belgium,50.8333,4.0,1/23/20,0,0,0
204,Belize,13.1939,-59.5432,1/23/20,0,0,0
205,Benin,9.3077,2.3158,1/23/20,0,0,0
206,Bhutan,27.5142,90.4336,1/23/20,0,0,0
207,Bolivia,-16.2902,-63.5887,1/23/20,0,0,0
208,Bosnia and Herzegovina,43.9159,17.6791,1/23/20,0,0,0
209,Botswana,-22.3285,24.6849,1/23/20,0,0,0
210,Brazil,-14.235,-51.9253,1/23/20,0,0,0
211,Brunei,4.5353,114.7277,1/23/20,0,0,0
212,Bulgaria,42.7339,25.4858,1/23/20,0,0,0
213,Burkina Faso,12.2383,-1.5616,1/23/20,0,0,0
214,Burma,21.9162,95.956,1/23/20,0,0,0
215,Burundi,-3.3731,29.9189,1/23/20,0,0,0
216,Cabo Verde,16.5388,-23.0418,1/23/20,0,0,0
217,Cambodia,11.55,104.9167,1/23/20,0,0,0
218,Cameroon,3.8480000000000003,11.5021,1/23/20,0,0,0
219,Canada,671.7607,-1237.6289,1/23/20,0,0,0
220,Central African Republic,6.6111,20.9394,1/23/20,0,0,0
221,Chad,15.4542,18.7322,1/23/20,0,0,0
222,Chile,-35.6751,-71.543,1/23/20,0,0,0
223,China,1083.3367,3684.4197000000004,1/23/20,643,18,30
224,Colombia,4.5709,-74.2973,1/23/20,0,0,0
225,Comoros,-11.6455,43.3333,1/23/20,0,0,0
226,Congo (Brazzaville),-4.0383,21.7587,1/23/20,0,0,0
227,Congo (Kinshasa),-4.0383,21.7587,1/23/20,0,0,0
228,Costa Rica,9.7489,-83.7534,1/23/20,0,0,0
229,Cote d'Ivoire,7.54,-5.5471,1/23/20,0,0,0
230,Croatia,45.1,15.2,1/23/20,0,0,0
231,Cuba,22.0,-80.0,1/23/20,0,0,0
232,Cyprus,35.1264,33.4299,1/23/20,0,0,0
233,Czechia,49.8175,15.472999999999999,1/23/20,0,0,0
234,Denmark,189.8634,-40.014300000000006,1/23/20,0,0,0
235,Diamond Princess,0.0,0.0,1/23/20,0,0,0
236,Djibouti,11.8251,42.5903,1/23/20,0,0,0
237,Dominica,15.415,-61.371,1/23/20,0,0,0
238,Dominican Republic,18.7357,-70.1627,1/23/20,0,0,0
239,Ecuador,-1.8312,-78.1834,1/23/20,0,0,0
240,Egypt,26.0,30.0,1/23/20,0,0,0
241,El Salvador,13.7942,-88.8965,1/23/20,0,0,0
242,Equatorial Guinea,1.5,10.0,1/23/20,0,0,0
243,Eritrea,15.1794,39.7823,1/23/20,0,0,0
244,Estonia,58.5953,25.0136,1/23/20,0,0,0
245,Eswatini,-26.5225,31.4659,1/23/20,0,0,0
246,Ethiopia,9.145,40.4897,1/23/20,0,0,0
247,Fiji,-17.7134,178.065,1/23/20,0,0,0
248,Finland,64.0,26.0,1/23/20,0,0,0
249,France,91.3624,59.71919999999999,1/23/20,0,0,0
250,Gabon,-0.8037,11.6094,1/23/20,0,0,0
251,Gambia,13.4432,-15.3101,1/23/20,0,0,0
252,Georgia,42.3154,43.3569,1/23/20,0,0,0
253,Germany,51.0,9.0,1/23/20,0,0,0
254,Ghana,7.9465,-1.0232,1/23/20,0,0,0
255,Greece,39.0742,21.8243,1/23/20,0,0,0
256,Grenada,12.1165,-61.678999999999995,1/23/20,0,0,0
257,Guatemala,15.7835,-90.2308,1/23/20,0,0,0
258,Guinea,9.9456,-9.6966,1/23/20,0,0,0
259,Guinea-Bissau,11.8037,-15.1804,1/23/20,0,0,0
260,Guyana,5.0,-58.75,1/23/20,0,0,0
261,Haiti,18.9712,-72.2852,1/23/20,0,0,0
262,Holy See,41.9029,12.4534,1/23/20,0,0,0
263,Honduras,15.2,-86.2419,1/23/20,0,0,0
264,Hungary,47.1625,19.5033,1/23/20,0,0,0
265,Iceland,64.9631,-19.0208,1/23/20,0,0,0
266,India,21.0,78.0,1/23/20,0,0,0
267,Indonesia,-0.7893,113.9213,1/23/20,0,0,0
268,Iran,32.0,53.0,1/23/20,0,0,0
269,Iraq,33.0,44.0,1/23/20,0,0,0
270,Ireland,53.1424,-7.6921,1/23/20,0,0,0
271,Israel,31.0,35.0,1/23/20,0,0,0
272,Italy,43.0,12.0,1/23/20,0,0,0
273,Jamaica,18.1096,-77.2975,1/23/20,0,0,0
274,Japan,36.0,138.0,1/23/20,2,0,0
275,Jordan,31.24,36.51,1/23/20,0,0,0
276,Kazakhstan,48.0196,66.9237,1/23/20,0,0,0
277,Kenya,-0.0236,37.9062,1/23/20,0,0,0
278,"Korea, South",36.0,128.0,1/23/20,1,0,0
279,Kosovo,42.602636,20.902977,1/23/20,0,0,0
280,Kuwait,29.5,47.75,1/23/20,0,0,0
281,Kyrgyzstan,41.2044,74.7661,1/23/20,0,0,0
282,Laos,19.856270000000002,102.495496,1/23/20,0,0,0
283,Latvia,56.8796,24.6032,1/23/20,0,0,0
284,Lebanon,33.8547,35.8623,1/23/20,0,0,0
285,Liberia,6.4281,-9.4295,1/23/20,0,0,0
286,Libya,26.3351,17.228331,1/23/20,0,0,0
287,Liechtenstein,47.14,9.55,1/23/20,0,0,0
288,Lithuania,55.1694,23.8813,1/23/20,0,0,0
289,Luxembourg,49.8153,6.1296,1/23/20,0,0,0
290,MS Zaandam,0.0,0.0,1/23/20,0,0,0
291,Madagascar,-18.7669,46.8691,1/23/20,0,0,0
292,Malawi,-13.254307999999998,34.301525,1/23/20,0,0,0
293,Malaysia,2.5,112.5,1/23/20,0,0,0
294,Maldives,3.2028,73.2207,1/23/20,0,0,0
295,Mali,17.570692,-3.996166000000001,1/23/20,0,0,0
296,Malta,35.9375,14.3754,1/23/20,0,0,0
297,Mauritania,21.0079,10.9408,1/23/20,0,0,0
298,Mauritius,-20.2,57.5,1/23/20,0,0,0
299,Mexico,23.6345,-102.5528,1/23/20,0,0,0
300,Moldova,47.4116,28.3699,1/23/20,0,0,0
301,Monaco,43.7333,7.4167,1/23/20,0,0,0
302,Mongolia,46.8625,103.8467,1/23/20,0,0,0
303,Montenegro,42.5,19.3,1/23/20,0,0,0
304,Morocco,31.7917,-7.0926,1/23/20,0,0,0
305,Mozambique,-18.665695,35.529562,1/23/20,0,0,0
306,Namibia,-22.9576,18.4904,1/23/20,0,0,0
307,Nepal,28.1667,84.25,1/23/20,0,0,0
308,Netherlands,107.04169999999999,-265.0278,1/23/20,0,0,0
309,New Zealand,-40.9006,174.886,1/23/20,0,0,0
310,Nicaragua,12.8654,-85.2072,1/23/20,0,0,0
311,Niger,17.6078,8.0817,1/23/20,0,0,0
312,Nigeria,9.082,8.6753,1/23/20,0,0,0
313,North Macedonia,41.6086,21.7453,1/23/20,0,0,0
314,Norway,60.472,8.4689,1/23/20,0,0,0
315,Oman,21.0,57.0,1/23/20,0,0,0
316,Pakistan,30.3753,69.3451,1/23/20,0,0,0
317,Panama,8.538,-80.7821,1/23/20,0,0,0
318,Papua New Guinea,-6.315,143.9555,1/23/20,0,0,0
319,Paraguay,-23.4425,-58.4438,1/23/20,0,0,0
320,Peru,-9.19,-75.0152,1/23/20,0,0,0
321,Philippines,13.0,122.0,1/23/20,0,0,0
322,Poland,51.9194,19.1451,1/23/20,0,0,0
323,Portugal,39.3999,-8.2245,1/23/20,0,0,0
324,Qatar,25.3548,51.1839,1/23/20,0,0,0
325,Romania,45.9432,24.9668,1/23/20,0,0,0
326,Russia,60.0,90.0,1/23/20,0,0,0
327,Rwanda,-1.9403,29.8739,1/23/20,0,0,0
328,Saint Kitts and Nevis,17.357822,-62.782998,1/23/20,0,0,0
329,Saint Lucia,13.9094,-60.9789,1/23/20,0,0,0
330,Saint Vincent and the Grenadines,12.9843,-61.2872,1/23/20,0,0,0
331,San Marino,43.9424,12.4578,1/23/20,0,0,0
332,Sao Tome and Principe,0.18636,6.613081,1/23/20,0,0,0
333,Saudi Arabia,24.0,45.0,1/23/20,0,0,0
334,Senegal,14.4974,-14.4524,1/23/20,0,0,0
335,Serbia,44.0165,21.0059,1/23/20,0,0,0
336,Seychelles,-4.6796,55.492,1/23/20,0,0,0
337,Sierra Leone,8.460555000000001,-11.779889,1/23/20,0,0,0
338,Singapore,1.2833,103.8333,1/23/20,1,0,0
339,Slovakia,48.669,19.699,1/23/20,0,0,0
340,Slovenia,46.1512,14.9955,1/23/20,0,0,0
341,Somalia,5.1521,46.1996,1/23/20,0,0,0
342,South Africa,-30.5595,22.9375,1/23/20,0,0,0
343,South Sudan,6.8770000000000024,31.307,1/23/20,0,0,0
344,Spain,40.0,-4.0,1/23/20,0,0,0
345,Sri Lanka,7.0,81.0,1/23/20,0,0,0
346,Sudan,12.8628,30.2176,1/23/20,0,0,0
347,Suriname,3.9193,-56.0278,1/23/20,0,0,0
348,Sweden,63.0,16.0,1/23/20,0,0,0
349,Switzerland,46.8182,8.2275,1/23/20,0,0,0
350,Syria,34.802075,38.99681500000001,1/23/20,0,0,0
351,Taiwan*,23.7,121.0,1/23/20,1,0,0
352,Tajikistan,38.861034,71.276093,1/23/20,0,0,0
353,Tanzania,-6.369,34.8888,1/23/20,0,0,0
354,Thailand,15.0,101.0,1/23/20,3,0,0
355,Timor-Leste,-8.874217,125.727539,1/23/20,0,0,0
356,Togo,8.6195,0.8248,1/23/20,0,0,0
357,Trinidad and Tobago,10.6918,-61.2225,1/23/20,0,0,0
358,Tunisia,34.0,9.0,1/23/20,0,0,0
359,Turkey,38.9637,35.2433,1/23/20,0,0,0
360,US,37.0902,-95.7129,1/23/20,1,0,0
361,Uganda,1.0,32.0,1/23/20,0,0,0
362,Ukraine,48.3794,31.1656,1/23/20,0,0,0
363,United Arab Emirates,24.0,54.0,1/23/20,0,0,0
364,United Kingdom,270.0299,-482.92470000000003,1/23/20,0,0,0
365,Uruguay,-32.5228,-55.7658,1/23/20,0,0,0
366,Uzbekistan,41.3775,64.5853,1/23/20,0,0,0
367,Venezuela,6.4238,-66.5897,1/23/20,0,0,0
368,Vietnam,16.0,108.0,1/23/20,2,0,0
369,West Bank and Gaza,31.9522,35.2332,1/23/20,0,0,0
370,Western Sahara,24.2155,-12.8858,1/23/20,0,0,0
371,Yemen,15.552726999999999,48.516388,1/23/20,0,0,0
372,Zambia,-15.4167,28.2833,1/23/20,0,0,0
373,Zimbabwe,-20.0,30.0,1/23/20,0,0,0
374,Afghanistan,33.0,65.0,1/24/20,0,0,0
375,Albania,41.1533,20.1683,1/24/20,0,0,0
376,Algeria,28.0339,1.6596,1/24/20,0,0,0
377,Andorra,42.5063,1.5218,1/24/20,0,0,0
378,Angola,-11.2027,17.8739,1/24/20,0,0,0
379,Antigua and Barbuda,17.0608,-61.7964,1/24/20,0,0,0
380,Argentina,-38.4161,-63.6167,1/24/20,0,0,0
381,Armenia,40.0691,45.0382,1/24/20,0,0,0
382,Australia,-255.9695,1129.8623,1/24/20,0,0,0
383,Austria,47.5162,14.5501,1/24/20,0,0,0
384,Azerbaijan,40.1431,47.5769,1/24/20,0,0,0
385,Bahamas,25.0343,-77.3963,1/24/20,0,0,0
386,Bahrain,26.0275,50.55,1/24/20,0,0,0
387,Bangladesh,23.685,90.3563,1/24/20,0,0,0
388,Barbados,13.1939,-59.5432,1/24/20,0,0,0
389,Belarus,53.7098,27.9534,1/24/20,0,0,0
390,Belgium,50.8333,4.0,1/24/20,0,0,0
391,Belize,13.1939,-59.5432,1/24/20,0,0,0
392,Benin,9.3077,2.3158,1/24/20,0,0,0
393,Bhutan,27.5142,90.4336,1/24/20,0,0,0
394,Bolivia,-16.2902,-63.5887,1/24/20,0,0,0
395,Bosnia and Herzegovina,43.9159,17.6791,1/24/20,0,0,0
396,Botswana,-22.3285,24.6849,1/24/20,0,0,0
397,Brazil,-14.235,-51.9253,1/24/20,0,0,0
398,Brunei,4.5353,114.7277,1/24/20,0,0,0
399,Bulgaria,42.7339,25.4858,1/24/20,0,0,0
400,Burkina Faso,12.2383,-1.5616,1/24/20,0,0,0
401,Burma,21.9162,95.956,1/24/20,0,0,0
402,Burundi,-3.3731,29.9189,1/24/20,0,0,0
403,Cabo Verde,16.5388,-23.0418,1/24/20,0,0,0
404,Cambodia,11.55,104.9167,1/24/20,0,0,0
405,Cameroon,3.8480000000000003,11.5021,1/24/20,0,0,0
406,Canada,671.7607,-1237.6289,1/24/20,0,0,0
407,Central African Republic,6.6111,20.9394,1/24/20,0,0,0
408,Chad,15.4542,18.7322,1/24/20,0,0,0
409,Chile,-35.6751,-71.543,1/24/20,0,0,0
410,China,1083.3367,3684.4197000000004,1/24/20,920,26,36
411,Colombia,4.5709,-74.2973,1/24/20,0,0,0
412,Comoros,-11.6455,43.3333,1/24/20,0,0,0
413,Congo (Brazzaville),-4.0383,21.7587,1/24/20,0,0,0
414,Congo (Kinshasa),-4.0383,21.7587,1/24/20,0,0,0
415,Costa Rica,9.7489,-83.7534,1/24/20,0,0,0
416,Cote d'Ivoire,7.54,-5.5471,1/24/20,0,0,0
417,Croatia,45.1,15.2,1/24/20,0,0,0
418,Cuba,22.0,-80.0,1/24/20,0,0,0
419,Cyprus,35.1264,33.4299,1/24/20,0,0,0
420,Czechia,49.8175,15.472999999999999,1/24/20,0,0,0
421,Denmark,189.8634,-40.014300000000006,1/24/20,0,0,0
422,Diamond Princess,0.0,0.0,1/24/20,0,0,0
423,Djibouti,11.8251,42.5903,1/24/20,0,0,0
424,Dominica,15.415,-61.371,1/24/20,0,0,0
425,Dominican Republic,18.7357,-70.1627,1/24/20,0,0,0
426,Ecuador,-1.8312,-78.1834,1/24/20,0,0,0
427,Egypt,26.0,30.0,1/24/20,0,0,0
428,El Salvador,13.7942,-88.8965,1/24/20,0,0,0
429,Equatorial Guinea,1.5,10.0,1/24/20,0,0,0
430,Eritrea,15.1794,39.7823,1/24/20,0,0,0
431,Estonia,58.5953,25.0136,1/24/20,0,0,0
432,Eswatini,-26.5225,31.4659,1/24/20,0,0,0
433,Ethiopia,9.145,40.4897,1/24/20,0,0,0
434,Fiji,-17.7134,178.065,1/24/20,0,0,0
435,Finland,64.0,26.0,1/24/20,0,0,0
436,France,91.3624,59.71919999999999,1/24/20,2,0,0
437,Gabon,-0.8037,11.6094,1/24/20,0,0,0
438,Gambia,13.4432,-15.3101,1/24/20,0,0,0
439,Georgia,42.3154,43.3569,1/24/20,0,0,0
440,Germany,51.0,9.0,1/24/20,0,0,0
441,Ghana,7.9465,-1.0232,1/24/20,0,0,0
442,Greece,39.0742,21.8243,1/24/20,0,0,0
443,Grenada,12.1165,-61.678999999999995,1/24/20,0,0,0
444,Guatemala,15.7835,-90.2308,1/24/20,0,0,0
445,Guinea,9.9456,-9.6966,1/24/20,0,0,0
446,Guinea-Bissau,11.8037,-15.1804,1/24/20,0,0,0
447,Guyana,5.0,-58.75,1/24/20,0,0,0
448,Haiti,18.9712,-72.2852,1/24/20,0,0,0
449,Holy See,41.9029,12.4534,1/24/20,0,0,0
450,Honduras,15.2,-86.2419,1/24/20,0,0,0
451,Hungary,47.1625,19.5033,1/24/20,0,0,0
452,Iceland,64.9631,-19.0208,1/24/20,0,0,0
453,India,21.0,78.0,1/24/20,0,0,0
454,Indonesia,-0.7893,113.9213,1/24/20,0,0,0
455,Iran,32.0,53.0,1/24/20,0,0,0
456,Iraq,33.0,44.0,1/24/20,0,0,0
457,Ireland,53.1424,-7.6921,1/24/20,0,0,0
458,Israel,31.0,35.0,1/24/20,0,0,0
459,Italy,43.0,12.0,1/24/20,0,0,0
460,Jamaica,18.1096,-77.2975,1/24/20,0,0,0
461,Japan,36.0,138.0,1/24/20,2,0,0
462,Jordan,31.24,36.51,1/24/20,0,0,0
